Term,fdr,es,nes,lead_genes,subset
Adipogenesis,0.1387891248155194,0.2489459708898054,1.2904714468495868,PGM1;RAB34;RIOK3;CD302;TOB1;CDKN2C;CRAT;GPX3;C3;CS;STOM;ALDOA;RTN3;ABCA1;CAT;GPX4;RETSAT;RNF11;TKT;BCL2L13;PEMT;PHYH;ADIPOR2;SLC25A1;RMDN3;NDUFB7;APLP2;ALDH2;CMPK1;ITGA7;STAT5A;CD151;PFKFB3;BAZ2A;COX6A1;ACOX1;COX8A;GPAT4;PEX14;UQCRC1;GADD45A;PIM3;GPHN;SCP2;ACLY;BCL6;BCKDHA;NDUFA5;IDH3G;COQ3;MGLL;DNAJC15;RETN;CCNG2;FAH;QDPR;UBQLN1;DNAJB9,age_changes_CD16_mono_02202026
Fatty Acid Metabolism,0.1399024065653765,0.2682912468722011,1.3003108123080291,GLUL;PCBD1;ELOVL5;VNN1;SUCLG2;CRAT;ALDOA;SMS;UROS;ALDH9A1;RETSAT;DLST;LDHA;MIF;GRHPR;HMGCS1;ACADVL;ADIPOR2;D2HGDH;BCKDHB;PTS;ALDH1A1;HSD17B11;PRDX6;SERINC1;ACOT2;ACOX1;IDI1;UGDH;PSME1;ALDH3A2;ERP29,age_changes_CD16_mono_02202026
Epithelial Mesenchymal Transition,0.15262080716222892,0.2655888112924123,1.3006925839333778,VCAN;FLNA;QSOX1;ID2;TIMP1;PLOD1;THBS1;ANPEP;AREG;INHBA;LRP1;TGM2;RHOB;PCOLCE;EMP3;IL32;IL15;TGFBR3;PPIB;FAS,age_changes_CD16_mono_02202026
TGF-beta Signaling,0.17467974526022986,-0.3680319545083792,-1.2866289690535921,ID3;BMPR2;CDKN1C;TGFBR1;FNTA;SKIL;TRIM33;SMURF2;PMEPA1;SLC20A1;SMAD7;BCAR3;TGFB1;XIAP;SMURF1,age_changes_CD16_mono_02202026
TNF-alpha Signaling via NF-kB,0.17528002661639128,0.2405946383620045,1.233252919861357,CCL5;EGR2;IL18;MAP3K8;ID2;PER1;REL;KLF10;B4GALT1;ETS2;SGK1;GPR183;CLCF1;CEBPD;KLF9;ABCA1;EGR3;IRS2;PHLDA1;RELB;AREG;INHBA;SLC2A3;KYNU;RHOB;CDKN1A;EGR1;ICAM1;PLEK;TRIB1;STAT5A;TSC22D1;NFAT5;MCL1;RIPK2;CXCL2;PFKFB3;SOCS3;TNIP1;HBEGF;ICOSLG;FOSL2,age_changes_CD16_mono_02202026
Oxidative Phosphorylation,0.17784813215235587,-0.2961433607699632,-1.2614300080961056,COX17;ACADM;CYCS;TIMM17A;ATP5MC3;SDHD;ATP5PF;MRPL15;MTX2;NDUFA9;ECI1;SLC25A11;NDUFB8;ATP6V1D;NDUFC2;ATP5PO;ATP6V1E1;FXN;ECH1;NDUFA8;VDAC3;MGST3;ATP5F1B;MTRF1;PDHB;ACAA2;NDUFA7;TIMM8B;NDUFS2;HCCS;ATP5F1C;MRPS22;NDUFB3;SLC25A20;SUCLG1;PDHA1;MRPL34;ATP6V0E1;DECR1;MRPL35;BAX;CASP7;SDHB;SUCLA2;ETFA;NDUFB2;ATP6V1C1;FH;NDUFS6;IDH2,age_changes_CD16_mono_02202026
Myc Targets V1,0.17901657671806268,-0.30059253727779434,-1.2709693252358931,GSPT1;HSPE1;PSMC6;TARDBP;HDGF;EIF2S1;YWHAE;COPS5;SNRPG;SSB;KPNA2;PSMA4;HNRNPD;EIF4A1;PSMA1;VDAC3;PRDX4;ABCE1;SRM;EIF1AX;EIF3J;CCT5;SNRPB2;TXNL4A;RAN;DDX18;NOP56;VBP1;HSPD1;PSMA2;SRSF2;TCP1;MYC;PTGES3;PSMA7;GNL3;PCNA;PSMD7;SET;UBE2E1;EIF4E;NOP16;PSMD14;RPS10;ORC2;SRSF7;SRPK1;NAP1L1,age_changes_CD16_mono_02202026
Androgen Response,0.1828915751728217,0.2726735709503286,1.2364338099912546,ARID5B;B4GALT1;FKBP5;ELOVL5;SGK1;CENPN;FADS1;SMS;HMGCS1;ELL2;INSIG1;PTK2B;ADRM1;TSC22D1;XRCC6;MERTK;VAPA,age_changes_CD16_mono_02202026
Interferon Gamma Response,0.1868091647756387,-0.2898247819554163,-1.234084174732656,LYSMD2;CXCL10;BANK1;IFI27;USP18;IRF9;SECTM1;GPR18;PSMA3;NMI;TNFAIP2;NFKB1;PARP14;HERC6;IFNAR2;EPSTI1;TNFSF10;SAMD9L;CASP1;RSAD2;IFI44L;IFIH1;OASL;IRF7;XAF1;GCH1;OAS3;IFIT1;IFI44;TDRD7;IFI30;PSMA2;CMPK2;MX2;EIF4E3;MX1;NUP93;IFI35;PNP;P2RY14;ISG15;CASP7;BST2;IFIT3;CSF2RB;LAP3;IRF1;LGALS3BP;TNFAIP3;IFIT2;BPGM;DDX58;DDX60;DHX58;EIF2AK2;AUTS2,age_changes_CD16_mono_02202026
mTORC1 Signaling,0.19229175300455864,0.23372078522573614,1.1993752725962632,BCAT1;CCNG1;LTA4H;PGM1;ELOVL5;DDIT4;FADS1;SLC6A6;TES;RPN1;ALDOA;HSP90B1;GPI;TCEA1;LDHA;CALR;HMGCS1;INSIG1;PPA1;SLC2A3;CANX;ADIPOR2;CDKN1A;PDAP1;PSME3;FDXR;YKT6;CYP51A1;SHMT2;EBP;SLC9A3R1;GSK3B;ACACA;SLC37A4;TM7SF2;PDK1;GMPS;UBE2D3;IDI1;CFP;SQLE;ADD3;SSR1;STARD4;SCD;DDIT3;FKBP2;SORD;ACLY;PPIA;ATP2A2;ACSL3;TFRC;TMEM97;HSPA4;SEC11A;ETF1;NFKBIB;P4HA1;ITGB2;RRP9;QDPR;FADS2,age_changes_CD16_mono_02202026
PI3K/AKT/mTOR  Signaling,0.19250758757383454,-0.31525037887291363,-1.2404404621059957,CAMK4;LCK;IL2RG;NCK1;TNFRSF1A;PTEN;MAPK9;UBE2N;PRKCB;ACTR3;AKT1;PLCG1;PAK4;CAB39;MAPK1;SLA;HRAS;RPS6KA3;EIF4E;DAPP1;ITPR2;THEM4,age_changes_CD16_mono_02202026
DNA Repair,0.19277965150793602,0.24495046785105384,1.211579029970895,CLP1;DDB2;HCLS1;POLR2A;NUDT21;VPS28;POLR1D;GPX4;DGCR8;LIG1;DCTN4;GUK1;SUPT5H;VPS37B;MRPL40;MPC2;ELL;POLD4;SEC61A1;POLR2E;SSRP1;TMED2;ADRM1;POLR2C;ERCC3;USP11;STX3;POLL;POLR3GL;GTF3C5;POLR3C;AAAS;MPG;GTF2F1;POLR2J;POLD1,age_changes_CD16_mono_02202026
heme Metabolism,0.1977930575579461,0.23656805681940765,1.2016283875828324,PRDX2;RIOK3;NUDT4;EIF2AK1;C3;UROS;ADIPOR1;CAT;TCEA1;MKRN1;GYPC;ELL2;TFDP2;CAST;BSG;MINPP1;USP15;CTSB;FBXO9;FBXO7;SEC14L1;SIDT2;MXI1;DCAF11;SYNJ1;AQP3;ISCA1;PGLS;TRAK2;KAT2B;GMPS;YPEL5;NARF;RNF123;HEBP1;VEZF1;GDE1;NR3C1;FN3K;TRIM58;KLF3;ACP5;XPO7;MPP1,age_changes_CD16_mono_02202026
Inflammatory Response,0.22088182905106996,-0.2863876329079109,-1.20019113127159,C3AR1;FFAR2;CCR7;IL7R;IL1B;CXCL10;LCK;PTGIR;KCNJ2;LPAR1;SELL;CCRL2;NMI;CALCRL;NFKB1;ATP2B1;TNFSF10;NOD2;LTA;CD48;SLC31A2;EDN1;IRF7;RASGRP1;GCH1;P2RX4;MYC;SLAMF1;SLC31A1;PTAFR;ITGB3;OSM;TLR1;GNAI3;PSEN1;BST2;SEMA4D;ITGA5;SGMS2;IRF1,age_changes_CD16_mono_02202026
Estrogen Response Early,0.2383165132527448,0.23462904683465569,1.1612430053816827,PTGES;RAB31;GAB2;KLF10;B4GALT1;FKBP5;ELOVL5;TOB1;ALDH3B1;NADSYN1;EGR3;SLC19A2;ZNF185;ITPK1;PAPSS2;AREG;TGM2;MYBL1;SH3BP5;ASB13;OLFM1;SCNN1A;NRIP1;SLC9A3R1,age_changes_CD16_mono_02202026
Apical Surface,0.25928273050375744,0.30775005999728605,1.1427679068961227,B4GALT1;FLOT2;APP;ADIPOR2;ADAM10;HSPB1;GATA3,age_changes_CD16_mono_02202026
Bile Acid Metabolism,0.2969147166463347,0.2405142340211993,1.0966776754261993,CH25H;FADS1;ABCA1;ALDH9A1;CAT;RETSAT;EFHC1;PHYH;AQP9;CYP27A1;GSTK1;FDXR;ABCA2;ALDH1A1;HSD17B11;PEX11G;IDI1;SULT1B1;GNMT;LONP2;PEX16;SCP2,age_changes_CD16_mono_02202026
Hedgehog Signaling,0.2995037152046135,0.32208127748072823,1.1020226583143242,MYH9;ETS2;TLE3,age_changes_CD16_mono_02202026
Reactive Oxygen Species Pathway,0.3125256158656836,0.26562769932263314,1.1020736217815967,PRNP;PRDX2;GPX3;CAT;GPX4;CDKN2D;PTPA,age_changes_CD16_mono_02202026
Estrogen Response Late,0.3167905068204503,0.22609187070563516,1.1071600717400434,PTGES;RAB31;ID2;FKBP5;ELOVL5;TOB1;SGK1;ALDH3B1;EGR3;ITPK1;PAPSS2;AREG;PLK4;NAB2;GPER1;DNAJC1;OLFM1;SCNN1A;SNX10;NRIP1;S100A9;SLC9A3R1,age_changes_CD16_mono_02202026
Spermatogenesis,0.32659578361759756,-0.29656016046500955,-1.1294408745616853,NEFH;POMC;CAMK4;RPL39L;TLE4;VDAC3;LPIN1;HSPA1L,age_changes_CD16_mono_02202026
E2F Targets,0.3316342634852117,0.2046220822458094,1.0736249856198472,TUBB;HUS1;HMGB3;PTTG1;CDKN2C;NUDT21;CDKN2A;EZH2;PRPS1;HMGB2;ATAD2;CENPE;LIG1;CDKN1B;PLK4;CDC25B;CDKN1A;JPT1;KIF22;POP7;MXD3;ILF3;NAA38;SSRP1;RFC1;LMNB1;TMPO;SHMT1;XRCC6;UBR7;PSIP1,age_changes_CD16_mono_02202026
KRAS Signaling Dn,0.3411428842088039,-0.2891129231394342,-1.1110817061491174,RYR1;TCL1A;LFNG;SKIL;RSAD2;IFI44L;PTPRJ;EDN1;CD40LG;CPEB3;TGM1;GPRC5C;MX1;PLAG1;TCF7L1;MAGIX;PDE6B;ITGB1BP2;NRIP2;KCND1;CKM;SELENOP;PDK2;PRKN;NR6A1;MAST3;IGFBP2;SLC25A23;SERPINB2;BARD1,age_changes_CD16_mono_02202026
Protein Secretion,0.3896302868244756,0.22502791078155965,1.0422197101606474,VAMP3;ABCA1;RAB5A;ATP1A1;ERGIC3;NAPA;TMED10;ADAM10;CD63;STX16;VAMP7;YKT6;AP2B1;RAB14;TMED2;SGMS1;ARFIP1;SEC24D;STX12;COPE;GBF1;ARF1;SEC31A;PPT1;SCRN1,age_changes_CD16_mono_02202026
UV Response Dn,0.39937657440707236,0.21982533760153936,1.0315747877473962,MT1E;CITED2;CELF2;TOGARAM1;SIPA1L1;PIAS3;CDKN1B;INSIG1;MAP2K5;BCKDHB;TGFBR3;SYNE1;CACNA1A;ADORA2B;CDC42BPA;MGMT;MIOS;KCNMA1;PEX14;ADD3;DLC1;NR3C1;ANXA4;SDC2;PRKCE;NR1D2;SRI;PIK3CD;PMP22;MGLL;PHF3;FYN;ARHGEF9,age_changes_CD16_mono_02202026
Unfolded Protein Response,0.444554032031253,-0.2561554352105515,-1.0364201074796644,GOSR2;KIF5B;EIF2S1;NFYB;CNOT6;BANF1;DNAJA4;EIF4A1;IFIT1;XBP1;NOP56;YIF1A;SPCS3;LSM1;EIF4A3;DDX10;NFYA;TATDN2;EIF4E,age_changes_CD16_mono_02202026
Myogenesis,0.45081512698236664,0.21027707121452388,1.0028855121103397,PRNP;MYH9;CRAT;GPX3;SIRT2;APP;DMPK;PDE4DIP;FOXO4;SYNGR2;CDKN1A;SPTAN1;TPM3;MEF2C;ATP6AP1;PLXNB2;ITGA7;PDLIM7;FLII;RB1;HBEGF;CLU;AKT2;SCD;SH2B1;TNNI2,age_changes_CD16_mono_02202026
UV Response Up,0.452256626731409,-0.25739690613890764,-1.0444771071472991,DNAJA1;CA2;GLS;PLCL1;CDC34;CDKN1C;HYAL2;DGAT1;E2F5;NAT1;POLG2;RASGRP1;GCH1;CCND3;AMD1;CYB5B;CCNE1;CNP;PRKACA;PPIF;IL6ST;HSPA2;HLA-F;BID;HTR7;POLR2H;SLC6A8;KLHDC3;IRF1;STK25;MARK2;ATP6V1C1;WIZ;RRAD;RXRB;NFKBIA;STIP1;TUBA4A;ALAS1;EIF5;SLC25A4,age_changes_CD16_mono_02202026
Pperoxisome,0.7301320059536881,-0.22225003962246165,-0.8659978633869125,SLC25A19;SLC35B2;PRDX1;CTBP1;ECH1;PEX6;EPHX2;ITGB1BP1;TOP2A;CLN8;MLYCD;HRAS;PEX13;ACOT8,age_changes_CD16_mono_02202026
G2-M Checkpoint,0.7426579313373838,-0.20959864049384697,-0.8790288279715438,GSPT1;E2F4;KIF5B;MARCKS;UBE2S;KPNA2;CKS2;HNRNPD;KMT5A;CASP8AP2;SLC38A1;RBM14;CTCF;DR1;E2F3;TOP2A;SRSF2;RACGAP1;AMD1;MYC;SFPQ;MAPK14;TGFB1;PURA;HIRA;CUL3;TOP1;DTYMK;CKS1B;PRPF4B;STMN1;AURKA;NDC80;UBE2C;PLK1;TRA2B;KIF23;STIL;ARID4A;DKC1;CHAF1A;CHMP1A;CDC27;PAFAH1B1;ORC6;RPA2;MTF2;CCND1;CDC7,age_changes_CD16_mono_02202026
TGF-beta Signaling,0.0,-0.47412654874611654,-2.2611991903438167,NOG;ID2;ID3;SKIL;TGFBR1;APC;TRIM33;PPM1A;FKBP1A;SMURF2;SMAD7;SKI;BMPR2;CDK9;HIPK2;PMEPA1;XIAP;SPTBN1;FURIN,age_changes_CD4_ISGhi_02202026
Interferon Alpha Response,0.0,-0.43393587729044386,-2.404034110716139,ISG15;USP18;IFI44L;SELL;IRF9;LGALS3BP;SP110;IRF7;RSAD2;SAMD9L;SAMD9;EPSTI1;IFI44;UBE2L6;PLSCR1;MX1;EIF2AK2;SLC25A28;PARP14;IFI35;NMI;DDX60;OAS1;HLA-C;PARP9;LY6E;RTP4,age_changes_CD4_ISGhi_02202026
IL-2/STAT5 Signaling,0.0,0.5356344539585125,2.270945865315401,CST7;PTGER2;AHNAK;PHLDA1;SERPINB6;HOPX;IL10RA;BHLHE40;ADAM19;TNFRSF1B;RORA;KLF6;PRNP;GLIPR2;IL2RB;CAPG;SYT11;XBP1;MYO1C;TNFRSF4;CTLA4;GALM;TRAF1;ALCAM;GPR65;BATF;BCL2;P4HA1;IFNGR1;RABGAP1L;IL2RA;ANXA4;IL18R1;CSF1;AHR;CCR4;CD44;MAP3K8;PHTF2;FLT3LG;NDRG1;TIAM1;TNFRSF18;SYNGR2;CD79B;GPX4;COL6A1;PLEC;CDC42SE2;PIM1;NFIL3;BCL2L1;UCK2;AMACR;SLC39A8;CCNE1;SOCS2;PLPP1;NFKBIZ;FGL2;CD86;LRIG1;IRF4;GABARAPL1;CCND3;F2RL2;SELP;RNH1;SLC1A5;P2RX4;CISH;ITGAV;PRKCH;BATF3;CTSZ,age_changes_CD4_ISGhi_02202026
Epithelial Mesenchymal Transition,0.00044861250560765636,0.5269704969533986,2.1091006921238518,LGALS1;TIMP1;ITGB1;IGFBP3;VIM;GLIPR1;ENO2;IL32;FLNA;TGFBR3;FAS;CAPG;EMP3;PLOD3;TPM4;DST;IL15;PFN2;SAT1;CD44;PPIB;CADM1;LRP1;WIPF1;VCAN;TGFBI;SGCB;TPM1;ACTA2;MAGEE1,age_changes_CD4_ISGhi_02202026
Coagulation,0.0008972250112153127,0.5036049943113796,1.9248360129210722,TIMP1;CAPN2;ANXA1;CPQ;CFH;CLU;CRIP2;CTSH;DPP4;CSRP1;SERPINA1;PDGFB;PLEK;LRP1;LTA4H;F12;CTSK;F8;PLAT;APOA1;CTSB;GNB2;SPARC;WDR1;F2RL2;ITGA2;GSN;PRSS23;CFD;ARF4;ADAM9;THBS1;PREP;C1R;CTSO;GP1BA;ISCU;ANG;MAFF;MST1;FN1;BMP1;A2M;PF4;SH2B2;S100A13,age_changes_CD4_ISGhi_02202026
Apoptosis,0.0011963000149537502,0.46599650213516,1.9426008680740525,TSPO;TIMP1;LMNA;ANXA1;LGALS3;HMGB2;CLU;ENO2;CASP1;BIRC3;TGFBR3;FAS;CD2;BAX;ATF3;IFNGR1;F2R;TXNIP;BCAP31;SAT1;SOD1;CDKN1B;CD44;GNA15;CASP8;SOD2;KRT18;CDKN1A;CFLAR;SQSTM1;GPX4;IGFBP6;PLAT;SPTAN1;PRF1;PSEN2;MADD;BCL2L1;RNASEL;PLCB2;RHOT2;TOP2A;TAP1;HMOX1;TNF;RETSAT;ISG20;FASLG,age_changes_CD4_ISGhi_02202026
TNF-alpha Signaling via NF-kB,0.0025421375317767193,0.4313503401215975,1.819913682750144,CCL5;PHLDA1;RIPK2;BHLHE40;KLF6;BIRC3;GPR183;TNIP1;TRAF1;IL15RA;ZFP36;ATF3;SAT1;TANK;DUSP4;CSF1;CD44;KLF9;CCL4;PANX1;MAP3K8;PLEK;SLC16A6;SOD2;CLCF1;CDKN1A;CFLAR;MSC;SQSTM1;SERPINB8;TRIB1;ZC3H12A;TIPARP;PHLDA2;ICOSLG;NFIL3;B4GALT5;G0S2;ICAM1;PLAUR;DUSP1;PDE4B;TAP1;LITAF;SDC4;TNF;DRAM1;CCL20;PER1;BCL2A1;CD69;CEBPD;TNFAIP2;PDLIM5,age_changes_CD4_ISGhi_02202026
Complement,0.0026916750336459377,0.4308458396374779,1.8338659574696057,CCL5;TIMP1;CPQ;CFH;LGALS3;GATA3;ANXA5;CLU;CASP1;GZMK;SPOCK2;CTSH;DPP4;VCPIP1;S100A9;CSRP1;SERPINA1;F5;PDGFB;CTSS;GCA;S100A12;PLEK;LRP1;APOBEC3G;XPNPEP1;LTA4H;PDP1;WAS;F8;PLAT;RBSN;PIK3R5;PRKCD;CD36;PIM1;PLAUR;LIPA;CTSB;APOBEC3F;PRCP;GNB2,age_changes_CD4_ISGhi_02202026
Inflammatory Response,0.0034892083769484383,0.42020144772864565,1.7494765716962823,CCL5;PTGER2;TIMP1;RIPK2;IL10RA;TNFRSF1B;KLF6;GPR183;IL2RB;EMP3;CD82;CD70;ACVR2A;IL15RA;SRI;IL15;IL18R1;CSF1;AHR;GNA15;NLRP3;TAPBP;KIF1B;CDKN1A;KCNA3;CD40;PIK3R5;BEST1;OSM;ICOSLG;BST2;ICAM1;PLAUR;TLR3;FPR1;IL18RAP;CXCL8;CSF3R;C5AR1;PDE4B;CYBB;PROK2;NOD2;GNAI3;PTAFR;CCL20;SEMA4D;CD69;P2RX4;TPBG;LTA;IRAK2,age_changes_CD4_ISGhi_02202026
Protein Secretion,0.0037010531712631653,0.44099751540231913,1.753735462291857,CD63;TPD52;ANP32E;DST;ARF1;M6PR;AP2B1;TMED10;SOD1;AP3S1;TMED2;STAM;KIF1B;ARFIP1;RAB9A;COPE;KRT18;VAMP3;MON2;SEC24D;GOLGA4;ARFGAP3;SNX2;AP2M1;AP3B1;LMAN1,age_changes_CD4_ISGhi_02202026
Cholesterol Homeostasis,0.004037512550468907,0.46036868159536976,1.7260857927286015,LGALS3;ANXA5;CLU;S100A11;ANTXR2;ALCAM;ATF3;PMVK;SREBF2;FABP5;ABCA2;ACSS2;NFIL3;PLAUR,age_changes_CD4_ISGhi_02202026
Hypoxia,0.004101600051270001,0.4234673949339291,1.7691546944941556,S100A4;IGFBP3;DDIT4;ANXA2;BHLHE40;ENO2;TPD52;RORA;KLF6;IDS;CITED2;ZFP36;BCL2;ATF3;PFKP;P4HA1;GAPDH;PDGFB;CDKN1B;NR3C1;TPI1;TGFBI;XPNPEP1;NDRG1;NEDD4L;CDKN1A;FAM162A;SLC6A6;LDHA;TIPARP;PIM1;NFIL3;PLAUR;MIF;PFKL;MYH9;DUSP1;ALDOA;PGK1;GRHPR;HMOX1;SDC4;ISG20;UGP2;JMJD6,age_changes_CD4_ISGhi_02202026
Allograft Rejection,0.005245315450181827,0.39624330786762213,1.6755132031362625,CCL5;TIMP1;STAT4;SRGN;RIPK2;NCF4;TPD52;FLNA;FAS;CDKN2A;IL2RB;CAPG;CD2;ACVR2A;GPR65;MAP4K1;CCR2;IFNGR1;F2R;IL2RA;IL15;CXCR3;GCNT1;CSF1;CTSS;NLRP3;CCL4;IL2;MAP3K7;TAPBP;IL12RB1;CD96;DEGS1;WAS;CD74;IFNG;CD40;SPI1;CCR5;PRF1;ICOSLG;ICAM1;KRT1;CD4;TLR3;IL18RAP;FGR;CD86;TAP1;HLA-DRA;IRF4;TNF;ZAP70;NCK1;FASLG;GZMB,age_changes_CD4_ISGhi_02202026
Myogenesis,0.005458118818226485,0.4106400852588941,1.6809374952579035,ITGB1;IGFBP3;FXYD1;BHLHE40;CLU;SORBS3;PRNP;FHL1;MYO1C;TPM3;GNAO1;CDKN1A;ATP6AP1;SYNGR2;PTP4A3;SPTAN1;NQO1;CD36;LPIN1;PSEN2;PDE4DIP;MAPRE3;MYH9;KCNH2;SPARC;SVIL;AGL;DMPK;DAPK2;ADAM12;TNNC1;PC;GSN;TPM2;TAGLN;CFD;WWTR1;RYR1;FLII;IGFBP7;ADCY9;TNNC2;PYGM;FKBP1B;AKT2;CACNA1H;CKB;MYH11;PDLIM7;COL6A3;ERBB3;CNN3;MAPK12;PFKM;GAA;ITGB4;SH3BGR;CTF1;AK1;MEF2C;SH2B1;MYLPF,age_changes_CD4_ISGhi_02202026
Reactive Oxygen Species Pathway,0.005872745527954773,0.4711905941489808,1.6844132090145791,PRNP;PRDX6;TXN;PFKP;PRDX2;PRDX4;SOD1;GCLM;SOD2;PRDX1;GPX4;NQO1;CDKN2D,age_changes_CD4_ISGhi_02202026
Angiogenesis,0.007177800089722502,0.6020696276609595,1.646194383571248,S100A4;TIMP1;VCAN;LRPAP1,age_changes_CD4_ISGhi_02202026
Myc Targets V1,0.007525870178739417,-0.3092309337634881,-1.8503762760455869,EEF1B2;RACK1;RPL22;RPS5;PSMA2;NOP56;GNL3;SET;RPL6;TRIM28;SRSF3;CCT2;RPLP0;RPS6;PSMA4;RPS10;EIF4A1;HDGF;RPL18;APEX1;C1QBP;HNRNPA2B1;SERBP1;CYC1;HDDC2;RPS2;EIF3J;RPL34;RPL14;NPM1;NCBP2;NME1;CCT5;LSM2;RPS3;DDX21;TXNL4A;PHB;HNRNPD;HDAC2;DHX15;EIF3B;SRM;CCT3,age_changes_CD4_ISGhi_02202026
p53 Pathway,0.013722264877410663,0.3668949948862606,1.5642257834945152,S100A4;S100A10;STOM;DDIT4;PERP;CASP1;FAS;CDKN2A;DDB2;CCNG1;CGRRF1;AEN;CD82;RPS27L;BAX;ATF3;F2R;TXNIP;EPS8L2;SAT1;UPP1;GLS2;TOB1;ZBTB16;NDRG1;CDKN1A;PMM1;FAM162A;PHLDA3;VAMP8;XPC;VWA5A;PROCR;HINT1;ZNF365;POLH;RCHY1;TAP1;HMOX1;RETSAT;PVT1;DRAM1;GM2A;CSRNP2;CCND3;SLC3A2,age_changes_CD4_ISGhi_02202026
Estrogen Response Late,0.013936895174211188,0.3796708848106482,1.577223316321086,DYNLT3;LSR;PERP;MICB;XBP1;BATF;ZFP36;S100A9;BCL2;SERPINA1;FABP5;ELOVL5;CD44;SLC7A5;FKBP5;WFS1;TOB1;TIAM1;SLC1A4;DNAJC1;AFF1;NBL1;TJP3;ATP2B4;LLGL2;SLC22A5;IMPA2;TOP2A;ABCA3;TMPRSS3;NAB2;ISG20;TNNC1;SLC9A3R1;RAB31;TPBG;XRCC3;CISH;PRSS23;FARP1;ABHD2;ARL3;HSPA4L;RPS6KA2;SLC2A8;SCARB1;MAPT;PTPN6;SLC27A2;RBBP8;CACNA2D2;PLK4;DCXR;TST;CKB;METTL3;SNX10;SLC29A1;JAK2;CA2;CDH1;ADD3;CCND1;RNASEH2A;HOMER2;EGR3;IL17RB;ALDH3B1,age_changes_CD4_ISGhi_02202026
Adipogenesis,0.014131293926641173,0.36715308022969473,1.570105448134019,DHRS7;STOM;APLP2;RAB34;LTC4S;IDH3G;MGST3;IFNGR1;REEP5;TANK;SOD1;RTN3;DNAJB9;BAZ2A;TOB1;CD151;NABP1;RNF11;GPX4;COX8A;ATP1B3;CD36;QDPR;ELOVL6;UBC;GPHN;PEMT;PFKL;NDUFA5;SQOR;CHCHD10;ALDOA;GRPEL1;MGLL;YWHAG;PHYH;CD302;UQCR11;RETSAT;ITSN1;GPAT4;ACLY;CAVIN1;SLC1A5;MDH2;LIPE;ESYT1;SLC19A1;SCARB1;HADH;SDHB;ACO2;ADIPOR2;RETN;RMDN3;SLC25A1;ACOX1;UQCRC1;SOWAHC;TST;COX6A1;CS,age_changes_CD4_ISGhi_02202026
UV Response Dn,0.015103287688791095,0.38567192927920096,1.547962728803214,INPP4B;ANXA2;BHLHE40;TGFBR3;SFMBT1;ATXN1;ACVR2A;CITED2;SRI;KALRN;ANXA4;GCNT1;CDKN1B;NR3C1;ATRX;PIAS3;ATP2B4;BMPR1A,age_changes_CD4_ISGhi_02202026
Pperoxisome,0.019077837080578225,0.38891173230397447,1.5224314943778736,TSPO;GSTK1;ATXN1;IDE;YWHAH;ELOVL5;SLC25A4;ACSL5;SOD1;CADM1;SOD2;PRDX1;ABCD2;ESR2;TOP2A;ITGB1BP1;ABCB9;MVP;HSD17B11;RETSAT;ALDH1A1;FADS1;PEX13;ERCC3;ACOT8;SLC27A2;CNBP;PEX11A;ACOX1;DHCR24;EHHADH;ISOC1,age_changes_CD4_ISGhi_02202026
Apical Surface,0.021704300271303753,0.4585947116239833,1.5013440029567027,GATA3;CRYBG1;IL2RB;GSTM3;MAL;FLOT2;PLAUR;TMEM8B;AFAP1L2,age_changes_CD4_ISGhi_02202026
Fatty Acid Metabolism,0.021982012774775163,0.36105833700460566,1.5049642880275709,LGALS1;S100A10;GLUL;ENO2;PRDX6;LTC4S;IDH3G;PCBD1;BLVRA;YWHAH;ERP29;ELOVL5;ACSL5;HSDL2;LDHA;CD36;G0S2;MIF;SLC22A5;IL4I1;D2HGDH;ALDOA;GRHPR;MGLL;GABARAPL1;ACSM3;TP53INP2;HSD17B11;RETSAT;CBR3;ALDH1A1,age_changes_CD4_ISGhi_02202026
Estrogen Response Early,0.03629682999916492,0.34755733426323254,1.44946920082546,SH3BP5;DYNLT3;BHLHE40;MICB;XBP1;BCL2;ELOVL5;CD44;SLC7A5;FKBP5;WFS1;TOB1;ELF1;ENDOD1;MYBL1;KRT18;TIAM1;SLC1A4;AFF1;NBL1;TJP3;TIPARP;NADSYN1;GAB2;SNX24;SLC22A5;ABCA3;TMPRSS3;LRIG1;SVIL;AQP3;SYNGR1;SLC9A3R1;DEPTOR;KRT8;RAB31;TPBG;CISH;PMAIP1;PRSS23;FARP1;ABHD2;ARL3;MUC1;ZNF185;RPS6KA2;SCARB1;MAPT;ADCY9;SLC27A2;RBBP8;PEX11A;B4GALT1,age_changes_CD4_ISGhi_02202026
IL-6/JAK/STAT3 Signaling,0.03932186136108848,0.3775359162740193,1.437742808464888,TNFRSF1B;FAS;IL15RA;PTPN1;IFNGR1;IL2RA;IL18R1;CSF1;CD44;MAP3K8;IL12RB1;STAT3;IL9R;PIK3R5;CD36;PIM1;LEPR;CSF3R;HMOX1;TNF,age_changes_CD4_ISGhi_02202026
